Date,EO_Chlorophyll_A,EO_Turbidity,EO_Surface_Temp,EO_Total_Suspended_Matter
2026-10-18,2.0026218498590915,3.4264459406654324,8.621555510332815,11.414405071407987
2026-10-23,2.023490296882371,4.66483544458365,6.632346770516836,15.6460734894251
2026-10-28,1.7749672642603782,4.266875231815304,6.32930529624298,14.036260138464932
2026-11-02,2.3114249661737496,8.418321212682855,5.121239444730323,14.77955987991819
2026-11-07,1.466189785308703,5.4793623671518645,5.51386796957344,8.466352970706446
2026-11-12,1.9288102574893533,3.60812361277885,3.7115355808134036,7.031185539224257
2026-11-17,2.0601478158559496,2.366689339099361,2.9541874625152698,9.622639239701055
2026-11-22,2.2572194170293747,1.390330519613641,1.4188421201533425,10.167174736866084
2026-11-27,2.355807439044445,4.105195453800834,0.6177296457443581,13.282574555412847
2026-12-02,1.4376789540810653,2.665473882073545,0.013247446788993644,4.922606110855542
2026-12-07,1.2329429146321889,1.6666194356034887,0.25146345414153604,14.588650958381841
2026-12-12,2.6388384109492544,2.83014067363621,-1.0776723523741798,9.525976304263033
2026-12-17,2.166157005989796,2.1776779945784073,-0.8017138094207077,8.71935679015774
2026-12-22,1.6257567317217232,6.3307124526088465,0.6312288390800935,6.963686874219498
2026-12-27,2.7755759877612616,5.122459635424176,-0.8410019041567259,5.0354299844026915
